,Unnamed: 0,id,City,Address,lat,lon,Zipcode,average_rate_per_night,bedrooms_count,city,date_of_listing,description,latitude,longitude,title,url
217,225,276,Harker Heights,"3656, Blanco Drive, Harker Heights, Bell County, Texas, 76548, USA",31.03481406,-97.64290786,76548,$90 ,2,Harker Heights,7/1/2011,"Guests are welcome to stay and relax in the little house we originally built for my mother who now resides in heaven. The house overlooks a small pond, sometimes full if we get the rain, but always visited by deer and dragonflies!",31.03481406,-97.64290786,"Mamau's House - 2 bedrooms, 1 bath",https://www.airbnb.com/rooms/355319?location=Belton%2C%20TX
218,226,277,Dallas,"8747, Tudor Place, Dallas, Dallas County, Texas, 75228, USA",32.81346713,-96.69909915,75228,$50 ,1,Dallas,3/1/2012,"Great place for those who love the outdoors!\nClose to everything Dallas has to offer.\n\n1 Mile from Dallas arboretum and White Rock lake, which features great running &amp; bike trails.\n\nAlso bonus creek in the back yard.",32.81346713,-96.69909915,White Rock Lake Home!!!,https://www.airbnb.com/rooms/6425546?location=Balch%20Springs%2C%20TX
219,227,278,Temple,"Forrester Road, Hobbs, Bell County, Texas, 76502, USA",31.03456989,-97.40999289,76502,$109 ,1,Temple,6/1/2015,"Get a taste of the country, yet be located seven minutes from\nBelton or Temple. Relax in a Texas cottage located on ten beautiful\nacres. It has a living/dining/ kitchen combination, one bedroom with queen bed. The cottage has been updated with granite countertops The refrigerator will be stocked with breakfast items. For extended stay guests, a deposit is requested. Two night minimum.\nLong term guests receive substantial discounts.",31.03456989,-97.40999289,Texas Star Cottage,https://www.airbnb.com/rooms/7008915?location=Bell%20County%2C%20TX
220,228,279,White Settlement,"Sunset Court, White Settlement, Tarrant County, Texas, 76108, USA",32.74400632,-97.47084844,76108,$40 ,1,White Settlement,7/1/2016,2 story home in quite neighborhood and convenient to downtown Fort Worth. This available room is 1 of 2 listed on this site. This room is slightly smaller in size only.,32.74400632,-97.47084844,Quite area & convenient to downtown,https://www.airbnb.com/rooms/18507088?location=Burleson%2C%20TX
221,229,280,Austin,"9409, Southwick Drive, The Woodlands, Austin, Travis County, Texas, 78724, USA",30.27640783,-97.62591641,78724,$550 ,1,Austin,3/1/2014,"Super cute brand new house in east Austin. Close to bike trails to downtown Austin, and located exactly 6 miles from the capitol. An Uber home cost about 12-15$ from bars downtown (if not surging).",30.27640783,-97.62591641,Brand New house in East Austin,https://www.airbnb.com/rooms/17155750?location=Bastrop%20County%2C%20TX
222,230,281,Houston,"Maria Selma, Richmond Avenue, Houston, Harris County, Texas, 77098, USA",29.73405552,-95.40029763,77098,$90 ,1,Houston,1/1/2017,"My place is close to nightlife, the city center, NRG Stadium, gayborhood, family-friendly activities, grocery store, shopping center, public transportation, midtown and restaurants that are open late. You’ll love my place because of the location, decor, and amenities. Located in one of Houston's most happening neighborhoods, it's wholly accessible to NRG stadium. Additionally, I've never waited for more than a couple of minutes for an Uber to arrive and whisk me away to my destination.",29.73405552,-95.40029763,"Charming 1 Bedroom, 1 Bath Apt.",https://www.airbnb.com/rooms/16895384?location=Bellaire%2C%20TX
223,231,282,Roanoke,"15617, Yarberry Drive, Fort Worth, Denton County, Texas, 76262, USA",33.01415608,-97.26560701,76262,$25 ,1,Roanoke,9/1/2016,"We have a large house with 3 bedrooms with 3 Full bath just waiting for you. This is listing for 1 Bedroom with 1 Queen Bed. This also comes with one private restroom with full bath. \nOur house is very open, spacious and very clean. You will be sharing the house with us (We are downstairs). All 3 rooms are upstairs. \nOur Rates per night are very affordable. We encourage our guests to send us a message introducing you and your companion and your plans during your stay.",33.01415608,-97.26560701,Cozy House 1 room 1 Bath with Game/Media Room R2,https://www.airbnb.com/rooms/14854573?location=Argyle%2C%20TX
224,232,283,Fort Worth,"4000, Mattison Avenue, Fort Worth, Tarrant County, Texas, 76107, USA",32.74981109,-97.37726356,76107,$400 ,2,Fort Worth,12/1/2014,"We are opening our home for the weekend for up to 6 people at our house in the cultural district of Fort Worth. 2 bedrooms and 2 baths fully furnished, and you are a bike ride away from a true North Texas experience. Call Logan ",32.74981109,-97.37726356,Stay at a REAL Championship Spot ,https://www.airbnb.com/rooms/4978841?location=Azle%2C%20TX
225,233,285,Grapevine,"1880, Greenhaven, Grapevine, Tarrant County, Texas, 76051, USA",32.88470079,-97.09228608,76051,$61 ,1,Grapevine,4/1/2016,"Bedroom with queen bed. Great for a girlfriends weekend or anything else! Bathroom with bathtub/shower but is not ensuite. Long term stay is also available. A mellow, quiet dog is in the home but is in a kennel when I'm not home.",32.88470079,-97.09228608,"Convenient in Grapevine, TX",https://www.airbnb.com/rooms/15420637?location=Bedford%2C%20TX
226,234,286,Galveston,"3519, Avenue P ½, Galveston, Galveston County, Texas, 77550, USA",29.28743459,-94.80304103,77550,$121 ,2,Galveston,2/1/2014,"From the beach, to The Strand, to the history and amusement parks, Galveston has something for everyone! Plum Cottage is the perfect location to enjoy all of this. You are blocks from the beach in one direction and the Strand in the other direction",29.28743459,-94.80304103,Plum Cottage At Last!,https://www.airbnb.com/rooms/16352526?location=Bayou%20Vista%2C%20TX
227,235,287,Fort Worth,"8828, Tyne Trail, Fort Worth, Tarrant County, Texas, 76118, USA",32.79677242,-97.18844706,76118,$50 ,1,Fort Worth,4/1/2015,"Queen bed and dresser in roomy house 15-25 min from, in order, Cowboys Stadium/Rangers Ballpark; Verizon Theater/Lonestar Park; DTFW &amp; West 7th; Up/Downtown Dallas, Deep Ellum, Fair Park. Free parking near Stadium/Ballpark, ask me how!",32.79677242,-97.18844706,"Serene, cozy, Free parking near ATT",https://www.airbnb.com/rooms/8212944?location=Bedford%2C%20TX
228,236,288,Corpus Christi,"1100, Clarion Drive, Bay Area, Corpus Christi, Nueces County, Texas, 78412, USA",27.70556469,-97.34728353,78412,$55 ,1,Corpus Christi,4/1/2017,"OUR EXQUISITE,STUNNING home is unparalleled in elegance located in Pharoah Valley!! Completely remodeled 2863 sq ft of PURE LUXURY w/quality &amp; attention to detail evident in every room! You will have your own beautiful room with private bathroom across the hall. Come take a walk down our tree lined street. Or have a glass of wine on our back porch!\nJust 5 minutes for the Bay or 15 minutes to the beach on Padre Inland ! Come and enjoy the SPARKING CITY BY THE SEA!",27.70556469,-97.34728353,Amie's Place ROOM#2 If BOOKED LOOK AT #3,https://www.airbnb.com/rooms/19050486?location=Aransas%20Pass%2C%20TX
229,237,289,Corpus Christi,"778, Lansdown Drive, Bay Area, Corpus Christi, Nueces County, Texas, 78412, USA",27.722743100000002,-97.37313063,78412,$85 ,2,Corpus Christi,9/1/2016,My apartment is located in a gated Apartments community with lush grounds. Centrally located in Corpus Christi gives you quick access to any part of the city. Comfy king bed in one room and Queen bed and brand new bunk beds in 2nd bedroom! Bathroom with Huge Soaker tub and all new fixtures and granite counter tops! I love how fast I can get anywhere. Welcome guests!,27.722743100000002,-97.37313063,2 Bedroom Modern Apartment,https://www.airbnb.com/rooms/15257194?location=Aransas%20Pass%2C%20TX
230,238,290,College Station,"464, Brentwood Drive East, Castle Rock Apartments, College Station, Brazos County, Texas, 77840, USA",30.61248624,-96.30527736,77840,$100 ,2,College Station,3/1/2016,"Very cool and comfortable home, close to Post Oak mall and Wolf Pen Creek Park. Conveniently located close to two different bus stops (perfect for game day weekends!). A quick 3.2 miles from the heart of Aggieland.",30.61248624,-96.30527736,Charming home in College Station.,https://www.airbnb.com/rooms/13865857?location=Bryan%2C%20TX
231,239,291,Fort Worth,"2208, Hawthorne Avenue, Fort Worth, Tarrant County, Texas, 76110, USA",32.72065648,-97.34999946,76110,$65 ,Studio,Fort Worth,9/1/2011,"This backyard casita sits under a canopy of massive trees, as does most of the Berkeley neighborhood. This farmhouse-styled interior is relaxing and cozy. Perfect size for 1-2 guests, or pack them (carefully!) into the loft. Outdoor chimney just outside your door. Situated 1.4mi from the TCU campus, near the FW Zoo &amp; Colonial Country Club. W Magnolia is a bustling, eclectic area packed with food, drink &amp; nightlife 1.2mi away. Downtown is 3.5mi, with just one turn.",32.72065648,-97.34999946,Berkeley Hideaway,https://www.airbnb.com/rooms/16218291?location=Benbrook%2C%20TX
232,240,293,Dallas,"2008, Browder Street, South Dallas-Fair Park PID, Dallas, Dallas County, Texas, 75215, USA",32.76778958,-96.78739315,75215,$50 ,1,Dallas,11/1/2013,We are located in \,32.76778958,-96.78739315,"Home away from Home in ""The Cedars""",https://www.airbnb.com/rooms/14142452?location=Balch%20Springs%2C%20TX
233,241,294,Dallas,"Ellis Street, Uptown PID, Dallas, Dallas County, Texas, 75204, USA",32.79816318,-96.79518007,75204,$79 ,1,Dallas,7/1/2013,Looking for a long term summer guest! This probably is the best neighborhood in Dallas. Walk to all. \nI have a male med student staying from end of June through the beginning of July. I'm looking to fill the master suite. Come have an unforgettable summer 2017 in uptown Dallas!,32.79816318,-96.79518007,Your Own Private Room & Bath Uptown,https://www.airbnb.com/rooms/15644977?location=Balch%20Springs%2C%20TX
234,242,296,Horseshoe Bay,"199, Oasis, Horseshoe Bay, Llano County, Texas, 78657, USA",30.54917047,-98.35774254,78657,"$1,095 ",5,Horseshoe Bay,12/1/2011,"Private boat dock, located next to the Yacht Club, pool table &amp; pingpong, floor to ceiling windows facing the lake. Every detail of this grand home is exquisite. Relax inside within the lap of luxury or let your stress melt away out on the balconies.",30.54917047,-98.35774254,Lakefront Luxury Horseshoe Bay,https://www.airbnb.com/rooms/7322438?location=Buchanan%20Dam%2C%20TX
235,243,297,Denton,"3045, Weston Drive, Denton, Denton County, Texas, 76209, USA",33.21989289,-97.09816456,76209,$30 ,Studio,Denton,10/1/2014,"This is nothing fancy. Simply a place to lay your head for the night. No bathroom, no shower, no sink, but the van does have a camp stove you are welcome to use. This is a work in progress. Please stay at your own risk. As the name implies it is really just a warm place to lay your head for the night. Not great, but better than a manger :)",33.21989289,-97.09816456,"Better than a manger, but not much.",https://www.airbnb.com/rooms/16959627?location=Aubrey%2C%20TX
236,244,298,Austin,"Dell Seton Medical Center at The University of Texas, 1500, Red River Street, Medical District, Austin, Travis County, Texas, 78701, USA",30.27661265,-97.73461312,78701,$97 ,1,Austin,9/1/2011,"Walking distance to downtown and so many restaurants. One bedroom with a queen bed and another open room in between that has two twin beds. Lots of light, very clean, and an old Austin feel.",30.27661265,-97.73461312,Genuine Chic Downtown Flat-central,https://www.airbnb.com/rooms/8267387?location=Cedar%20Park%2C%20TX
237,247,304,Arlington,"Edgestone Place, Arlington, Tarrant County, Texas, 76005, USA",32.78569233,-97.10252134,76005,$45 ,2,Arlington,7/1/2016,"My place is close to the airport, parks, and nightlife. You’ll love my place because of the coziness, the location, the high ceilings, and the kitchen. My place is good for couples, solo adventurers, business travelers, and families (with kids).",32.78569233,-97.10252134,Quiet and safe Apartment near I30. Super cozy!,https://www.airbnb.com/rooms/13996476?location=Bedford%2C%20TX
238,249,307,Austin,"8605, Danville Drive, Heritage Hills, Austin, Travis County, Texas, 78753, USA",30.34622132,-97.68762240000001,78753,$33 ,1,Austin,6/1/2013,"Our place is a perfectly situated landing pad for new arrivals. We are close to almost every corner of the city, and we love giving new Austinites a warm welcome. We are totally a smoke-free home.",30.34622132,-97.68762240000001,New Arrival Haven - comfy and close,https://www.airbnb.com/rooms/13676088?location=Austin%2C%20TX
239,250,308,Hutto,"238, Hanstrom Drive, Hutto, Williamson County, Texas, 78634, USA",30.538330199999997,-97.54967370000001,78634,$29 ,1,Hutto,10/1/2014,Nice private room in a 4 bedroom 2 1/2 baths house. Quiet friendly environment and neighborhood. Just 20 minutes from downtown Austin on toll road. Nearby shopping center. Easy access to highway 35.,30.538330199999997,-97.54967370000001,Private Room in a 4BR,https://www.airbnb.com/rooms/4412162?location=Coupland%2C%20TX
240,251,309,Lago Vista,"3404, American Drive, Lago Vista, Travis County, Texas, 78645, USA",30.44035973,-98.02192695,78645,$135 ,1,Lago Vista,12/1/2015,"Beautiful, light-filled charming lakeside Villa featuring lake views from all rooms! Enjoy a full sized bedroom and bathroom with nice sized patio overlooking the lake and observation areas of 'The Island'. Featuring resort-like grounds and amenities just steps from your Villa door. Relax and take in the amazing Lake and Hill country views and nature from our retreat. You will feel a million miles away but be only 45 mins from downtown Austin!",30.44035973,-98.02192695,Casita Riviera-- Lake Travis at The Island,https://www.airbnb.com/rooms/16203834?location=Bertram%2C%20TX
241,252,310,Galveston,"Congregation B'nai Israel, 3008, Avenue O, Galveston, Galveston County, Texas, 77550, USA",29.29243675,-94.79859036,77550,$129 ,1,Galveston,7/1/2015,"Cozy yet luxurious 650 sq. ft. 1-bedroom apartment with designer interior, above the garage of a 1926 Arts &amp; Crafts house 1 block from historic Kempner Park. Fully-equipped kitchen and gorgeous bathroom. Deluxe organic cotton mattresses.",29.29243675,-94.79859036,Kempner Park Carriage House,https://www.airbnb.com/rooms/7301340?location=Bayou%20Vista%2C%20TX
242,253,311,Spicewood,"1115, Edgewater Drive, The Boulevard, Travis County, Texas, 78669, USA",30.40058547,-98.00034229,78669,$499 ,3,Spicewood,12/1/2014,Recently remodeled lake home on the south side of Lake Travis with boat dock. Professionally decorated with all the amenities to enjoy family gatherings at the lake! Waterfront home with boat dock and boat launch ramp only 3 doors down. Ask for special rates for mid-week stays.,30.40058547,-98.00034229,Remodeled waterfront Lake House on Lake Travis,https://www.airbnb.com/rooms/11241206?location=Bee%20Cave%2C%20TX
243,254,312,Austin,"7-Eleven, East 9th Street, Dirty Sixth, Austin, Travis County, Texas, 78701, USA",30.270836199999998,-97.74143126,78701,$199 ,1,Austin,8/1/2012,Located one block south of the Capitol in a historical building on the corner of Congress Avenue this apartment is walkable to:\n- All of downtown\n- The University of Texas\n- Paramount Theatre\n- 6th Street\n- Lady Bird Lake,30.270836199999998,-97.74143126,Historical Loft with Capitol View!,https://www.airbnb.com/rooms/669469?location=Brazos%20River%2C%20TX
244,255,313,Houston,"4773, Woodside Street, Houston, Harris County, Texas, 77023, USA",29.73771842,-95.32861856,77023,$69 ,Studio,Houston,3/1/2016,"My place is close to \t\nWilliam P. Hobby\n18 min\t9.5 mi\nHouston George Bush Intercontinental\n31 min\t23.5 mi\nParks and Recreation\tDrive\tDistance\nDiscovery Green\n9 min\t2.8 mi\nChildren's Museum of Houston\n10 min\t5.4 mi\nHouston Museum of Natural Science\n12 min\t5.6 mi\nCockrell Butterfly Center\n13 min\t6.0 mi\nHermann Park\n12 min\t6.7 mi\nColleges\tDrive\tDistance\nUniversity of Houston\n8 min\t2.3 mi\n\nUniversity of Houston, Downtown\n11 min\t3.4 mi.",29.73771842,-95.32861856,East Downtown Modern Cabin,https://www.airbnb.com/rooms/16995551?location=Atascocita%2C%20TX
245,256,315,San Antonio,"335, East Hollywood Avenue, Monte Vista, San Antonio, Bexar County, Texas, 78212, USA",29.46464397,-98.48860572,78212,$60 ,1,San Antonio,11/1/2011,"Gorgeous vintage neighborhood full of gardens and elegant architecture. Located a few blocks from Trinity University, and across the highway from Incarnate Word University. It takes about a 5 min drive to get to the Pearl Brewery and downtown. We have Central Market, Trader Joe's and Whole foods within 5 minutes. Plenty of coffee shops, restaurants, and entertainment around the area. Very safe place and awesome neighbors.",29.46464397,-98.48860572,Beautiful Vintage Apartment,https://www.airbnb.com/rooms/13827621?location=Alamo%20Heights%2C%20TX
246,257,316,Belton,"436 Spur Road, Little River, Bell County, Texas, 76554, USA",30.9959971,-97.40209915,76554,$725 ,1,Belton,8/1/2016,"My place is good for couples, business travelers, and big groups.",30.9959971,-97.40209915,La Rio Mansion..A Beautiful Spanish Style Mansion,https://www.airbnb.com/rooms/14340236?location=Belton%2C%20TX
247,258,317,Dallas,"1999, Ocalla Avenue, Dallas, Dallas County, Texas, 75218, USA",32.819962800000006,-96.70168684,75218,$66 ,1,Dallas,6/1/2016,"Quiet neighborhood with trees, close to White Rock Lake, Arboretum, Saturday Farmer's Market, and restaurants /shopping with East Dallas vibe. (6-8 miles to downtown / American Airlines Center.) There is bike rental near by and a 9 mile trail around the lake. . Eclectic homes in the neighborhood range from late 1920's to 2016 modern. Friendly neighborhood for walking. Our motto is 'Funky' and you will appreciate the term once here. Tennis courts at the end of street and golf near by.",32.819962800000006,-96.70168684,"Cozy home, Funky, near White Rock Lake",https://www.airbnb.com/rooms/13941218?location=Balch%20Springs%2C%20TX
248,259,319,Carrollton,"Surveyor Boulevard, Addison, Dallas County, Texas, 75001, USA",32.96224836,-96.84762323,75001,$50 ,1,Carrollton,4/1/2013,Beautiful one story townhouse in Trafalgar Square neighborhood within the North Dallas/Addison/Carrollton/Plano areas. Large bedroom with soaring ceilings lined with beautifully detailed crown molding. The bedroom includes an private full bath.,32.96224836,-96.84762323,ADDISON/CARROLLTON PRIVATE ROOM,https://www.airbnb.com/rooms/1087176?location=Carrollton%2C%20TX
249,260,320,Austin,"1309, Kittansett Cove, Austin, Travis County, Texas, 78746, USA",30.28254783,-97.82910595,78746,$99 ,Studio,Austin,6/1/2016,"Private treetop retreat in West Austin, only 4 miles from downtown Austin! Parking provided and separate private entrance. 180 degree views from the balcony and freshly decorated. Quiet neighborhood. The windows face west, so watch the gorgeous sunsets we have. If you do not like stairs, this is not the place for you. The room is two flights of stairs up from the parking area.",30.28254783,-97.82910595,Treetop Retreat,https://www.airbnb.com/rooms/17511653?location=Bee%20Cave%2C%20TX
250,261,321,Denton,"8060, Seven Oaks Lane, Denton, Denton County, Texas, 76210, USA",33.1434201,-97.11782198,76210,$125 ,3,Denton,5/1/2016,"My cozy little house with hardwood floors is close to the city center, parks, and restaurants. You'll love my place because of the coziness, the high ceilings, the quiet neighborhood and the back patio with fire pit. My place is good for couples, business travelers, and families (with kids).",33.1434201,-97.11782198,Cozy home in quiet neighborhood,https://www.airbnb.com/rooms/13019709?location=Argyle%2C%20TX
251,262,322,Eddy,"1349, Hodge Road, Eddy, McLennan County, Texas, 76524, USA",31.30283594,-97.28492552,76524,$69 ,1,Eddy,3/1/2015,Super clean and spacious 33 ft long camper with super slide out. Spacious family room with sofa which makes into full size sleeper. 2 comfortable rocking chairs and end table. Pool Access Quiet country setting. Camper is not to be moved.,31.30283594,-97.28492552,Stationary Camper on 2 acres near Waco or Temple,https://www.airbnb.com/rooms/12862982?location=Bell%20County%2C%20TX
252,263,323,Rockport,"Key Allegro, Rockport, Aransas County, Texas, 78382, USA",28.04353713,-97.03210808,78382,$189 ,3,Rockport,2/1/2015,"This 3BD/2BA, beautiful condo is located on the end of a canal with priceless views of Little Bay in Rockport, TX. BEST SPOT in Key Allegro! The condo has been decorated with charm &amp; love ❤️",28.04353713,-97.03210808,Rockport Waterfront Condo,https://www.airbnb.com/rooms/6259310?location=Bayside%2C%20TX
253,264,324,Manor,"11900, Briarcreek Loop, Briarcreek, New Katy, Travis County, Texas, 78653, USA",30.31864462,-97.53576258,78653,$32 ,1,Manor,2/1/2016,"Guest Room and Closet with Private 4 piece bathroom, Washer/Dryer, Full Kitchen, Large Backyard, Quite Neighborhood, Street Parking.\n\n20 Minutes from Airport\n25 Minutes From Down-Town Austin (SXSW Venues)\n\nOwner lives onsite.",30.31864462,-97.53576258,One Room & Private Bathroom,https://www.airbnb.com/rooms/11509089?location=Bastrop%20County%2C%20TX
254,265,325,Killeen,"East Elms Road, Killeen, Bell County, Texas, 76542, USA",31.07640999,-97.72152696,76542,$59 ,1,Killeen,9/1/2015,"Our facility is quiet and close to all major shopping and eateries, in addition to being close to Viva Les Arts Center, Killeen Civic Center, and The Central Texas Sleep Center..",31.07640999,-97.72152696,Business Room,https://www.airbnb.com/rooms/13467037?location=Bell%20County%2C%20TX
255,266,326,Euless,"425, Sierra Drive, Euless, Tarrant County, Texas, 76040, USA",32.83298619,-97.11114517,76040,$120 ,3,Euless,9/1/2016,This newly renovated 3 bedroom home is half of a duplex. Owners live in other side. The owner artists have used the walls to display their art and photography.,32.83298619,-97.11114517,The Gallery House,https://www.airbnb.com/rooms/15670255?location=Bedford%2C%20TX
256,267,327,Celina,"676, West Walnut Street, Celina, Collin County, Texas, 75009, USA",33.32453082,-96.79018068,75009,$70 ,1,Celina,7/1/2016,"My place is close to Frisco, McKinney, Dallas North Toll way and 289 Preston, lovefield airport and more. You’ll love my place because of It has all you could need away from home. My place is good for couples, solo adventurers, business travelers, and families (with kids).",33.32453082,-96.79018068,Convenience and comfort,https://www.airbnb.com/rooms/16878712?location=Anna%2C%20TX
257,268,328,Nacogdoches,"County Road 504, Hayward Junction, Nacogdoches County, Texas, 75961, USA",31.56407874,-94.62385177,75961,$95 ,1,Nacogdoches,8/1/2012,"Peaceful seclusion in the country yet only 5 miles to downtown. Spacious one bedroom, 850 sq.ft. suite, lots of storage, full- size appliances, washer/dryer, parking at your door (no steps), high-speed WIFI, premium satellite channels, safe, clean and pet friendly (pet fee). Spectacular long distance views. I may be able to unblock your needed dates -let me know. Perfect for long term stays. Member of C of C and Nac Convention and Visitors' Bureau. See their websites for numerous events.",31.56407874,-94.62385177,Summit Hill One Bedroom Suite,https://www.airbnb.com/rooms/3191780?location=Center%2C%20TX
258,269,329,Houston,"West Bellfort Street, Houston, Harris County, Texas, 77025, USA",29.67183631,-95.42347628,77025,$75 ,1,Houston,5/1/2017,"Gated community located only minutes away from NRG Stadium. Easy access to the 610 loop connecting you to a number of restaurants, bars and shopping centers.",29.67183631,-95.42347628,Blocks from NRG/610 loop/pvt suite w/balcony,https://www.airbnb.com/rooms/18635419?location=Bellaire%2C%20TX
259,270,330,Dallas,"Ridgewood Trail, The Village, Dallas, Dallas County, Texas, 54231, USA",32.84624521,-96.74246166,75206,$45 ,1,Dallas,7/1/2014,"Convenient and quiet 1 bedroom available in comfortable Lakewood area home. Walking distance to White Rock Lake, Katy Trial, DART train, grocery, restaurants and shopping. Minutes away from SMU and major highways.",32.84624521,-96.74246166,Private room near Convenient Lakewood,https://www.airbnb.com/rooms/3953092?location=Balch%20Springs%2C%20TX
260,271,331,Arlington,"Lot H, Road To Six Flags East, Arlington, Tarrant County, Texas, 76011, USA",32.75538087,-97.09107794,76011,$139 ,3,Arlington,12/1/2014,"This is our home when we visit our grandchildren--it has been recently remodeled and stocked with top-of-the-line mattresses, sheets, towels, etc. Fully stocked kitchen. As former Texans, we picked this location for the convenience. We are about 1/2 mile from ATT (Cowboys) Stadium, Globe Life (Rangers) Stadium, Arlington Convention Center, and about a mile from Six Flags &amp; Hurricane Harbor; 20 minutes to both Dallas and Ft Worth, and within walking distance of shopping and restaurants.",32.75538087,-97.09107794,"Updated, Comfy Home in Entertainment District",https://www.airbnb.com/rooms/18348479?location=Bedford%2C%20TX
261,272,332,Rockport,"634, East Hackberry Street, Rockport, Aransas County, Texas, 78382, USA",28.01785092,-97.05727144,78382,$140 ,1,Rockport,3/1/2017,"Hidden among the Live Oaks in historic South Rockport near Aransas Bay, Anthony’s Honeymoon Suite features a queen bed, private bath, coffee bar, and private sitting area with a picture window. Guests will enjoy covered parking, cable TV and free WiFi. The entrance is located on one secluded end of the main house. A 15% occupancy tax will be added.\n \nIf you are staying for a weekend, you will be greeted each morning with a delicious gourmet breakfast served in the dining area or on the patio.",28.01785092,-97.05727144,Honeymoon Suite Anthony's by the Sea - B&B,https://www.airbnb.com/rooms/17589517?location=Bayside%2C%20TX
262,273,333,Austin,"2100, Paramount Avenue, Barton Hills, Austin, Travis County, Texas, 78704, USA",30.25230643,-97.77757215,78704,$83 ,1,Austin,7/1/2013,"Tucked behind our house in the Zilker neighborhood in South Austin, this sunny one-bedroom, one-bathroom cottage accommodates one or two people perfectly. We've got two great bikes you're welcome to borrow any time. Austin license: 2013 OL 122394.",30.25230643,-97.77757215,Private and Sunny Zilker Cottage,https://www.airbnb.com/rooms/1484462?location=Brazos%20River%2C%20TX
263,274,334,Lakeway,"507, Highlander, Lakeway, Travis County, Texas, 78734, USA",30.36784292,-97.99805756,78734,$690 ,4,Lakeway,5/1/2015,"Email me for Virtual Tour. This beautiful home is 3150 SQFT, 4 beds &amp; 5 full baths, Pool, Hot Tub and Cabana. Please be sure to read our house rules before booking. Price includes 15% State &amp; City Tax.",30.36784292,-97.99805756,Lakeway's Best Oasis Vacation Home!,https://www.airbnb.com/rooms/6387532?location=Bee%20Cave%2C%20TX
264,275,335,Rosenberg,"5118, Oakbriar Lane, Rosenberg, Fort Bend County, Texas, 77469, USA",29.50860228,-95.80310778,77469,$25 ,Studio,Rosenberg,1/1/2017,My place is close to restaurants and dining. You’ll love my place because of the coziness.,29.50860228,-95.80310778,Cottage Creek Villa Private Room 2,https://www.airbnb.com/rooms/18413000?location=Beasley%2C%20TX
265,276,336,Arlington,"635, Waggoner Drive, Arlington, Tarrant County, Texas, 76013, USA",32.72803363,-97.14052401,76013,$29 ,1,Arlington,6/1/2015,"Between Dallas &amp; Ft.Worth in Arlington. Cozy bedroom with full size bed. Full bath in hall. Optional breakfast $2. About 3 miles from Cowboy &amp; Ranger stadium, 6flags. Free soda. Use of fridge and microwave. Nice quiet neighborhood.",32.72803363,-97.14052401,"Blue Haven B&B-cozy, clean, caring!",https://www.airbnb.com/rooms/7007655?location=Arlington%2C%20TX
266,277,337,McKinney,"510, West Heard Street, McKinney, Collin County, Texas, 75069, USA",33.20465027,-96.61962981,75069,$110 ,2,McKinney,3/1/2014,"All yours: entire house in the heart of McKinney's Historic District. Renovated 2 bd/2bath 1942 home has full kitchen, washer/dryer, cable TV &amp; WiFi. Pet-friendly. A short walk through lovely neighborhood to downtown shops &amp; eateries.",33.20465027,-96.61962981,Mockingbird Cottage: Historic Area,https://www.airbnb.com/rooms/2571190?location=Anna%2C%20TX
267,278,338,Brazoria,"201, Nevada Street, Brazoria, Brazoria County, Texas, 77422, USA",29.04309401,-95.57157115,77422,$215 ,1,Brazoria,2/1/2013,Measurement are approx. Completely Remodeled. Granite countertops in the kitchen and bathrooms. One detached garage. This is a great rental for someone who wants to live in an updated home in the City Limits of Bay City. No pets. Good credit!,29.04309401,-95.57157115,Brazoria house,https://www.airbnb.com/rooms/17887054?location=Bay%20City%2C%20TX
268,279,341,Lumberton,"10418, Cooks Lake Road, Loeb, Hardin County, Texas, 77657, USA",30.18544674,-94.16076597,77657,$109 ,1,Lumberton,5/1/2012,"A quaint Victorian style cabin with a beautiful bathroom with Jacuzzi tub. Pool and hot tub on premise. Fishing in stocked pond. Quiet relaxing location. Share breakfast with host or take advantage of nearby restaurants. Free cable TV, DVD player, and internet access in cabin. The street view and map location that is associated with my listing is incorrect, please view our aerial views with our pictures to get a better view of what our place looks like and its surroundings. The cabin is located behind the main house and fronts the pool. It is very private and quiet.",30.18544674,-94.16076597,Pool Cottage for Two,https://www.airbnb.com/rooms/478137?location=Beaumont%2C%20TX
269,280,348,La Porte,"3114, Hamilton Street, La Porte, Harris County, Texas, 77571, USA",29.62568246,-95.01226357,77571,$55 ,1,La Porte,7/1/2016,Do you need a place to clear your head? Read those books. Bad Wolf. Maybe do some writing? Our little cabin is just down the street from the bay. La Porte is halfway between Galveston and Houston. One bedroom with full size bed. Study and living room with futons.,29.62568246,-95.01226357,Quirky Little Fishing Cabin,https://www.airbnb.com/rooms/16833801?location=Anahuac%2C%20TX
270,282,351,Texas City,"2005, 19th Avenue North, Texas City, Galveston County, Texas, 77590, USA",29.402702899999998,-94.92380238,77590,"$2,000 ",4,Texas City,10/1/2016,"My place is close to Houston NRG Stadium, great views, the beach\nOne hour to Houston and the Super Bowl. You’ll love my place because of the ambiance, the neighborhood, and the comfy bed. My place is good for couples, solo adventurers, and big groups.",29.402702899999998,-94.92380238,home for the Super Bowl! 1 hour from the game!,https://www.airbnb.com/rooms/16041637?location=Bayou%20Vista%2C%20TX
